Id,total_wages
23131,1169.7400000000002
23132,3532.8949999999995
23133,1543.75
23134,73934.41200000001
23135,1289.3700000000001
23136,2134.9700000000003
23137,7500.772999999999
23138,93877.43999999999
23139,1045.69
23140,25384.168999999998
23141,2106.388
23142,889.499
23143,69469.178
23144,651.52
23145,12901.866
23146,5501.552000000001
23147,60655.64800000001
23148,2943.43
23149,53308.520000000004
23150,2090.976
23151,54268.28199999999
23152,66615.624
23153,45410.548
23154,96290.91999999998
23155,12097.898
23156,2058.31
23157,20964.346999999998
23158,2941.737
23159,63800.181
23160,3325.7339999999995
23161,73633.761
23162,55536.000000000015
23163,28196.703999999998
23164,36680.083999999995
23165,20893.893000000004
23166,7948.457
23167,100378.087
23168,4865.548
23169,10005.425
23170,34019.960999999996
23171,2325.551
23172,12654.223999999998
23173,7019.548999999999
23174,8077.998
23175,2625.825
23176,5945.308000000001
23177,1266.066
23178,97313.264
23179,64573.31799999999
23180,2182.55
23181,104489.77699999999
23182,43339.369999999995
23183,5422.820000000001
23184,44241.7
23185,48411.31299999999
23186,1262.145
23187,9752.458
23188,3797.685
23189,25044.800000000003
23190,233.45999999999998
23191,102353.83799999999
23192,3033.532
23193,4451.179
23194,44618.986
23195,7241.264999999999
23196,6714.191000000001
23197,38240.655
23198,89755.352
23199,1253.76
23200,34955.935000000005
23201,5106.3550000000005
23202,2650.372
23203,26756.555
23204,29827.887
23205,63.39
23206,3475.639
23207,53627.686
23208,4248.262000000001
23209,82971.982
23210,1304.633
23211,2528.625
23212,6564.625999999999
23213,39573.072
23214,78890.69600000001
23215,10783.742999999999
23216,3752.818
23217,5840.395999999999
23218,6976.021000000001
23219,730.6700000000001
23220,6351.023999999999
23221,3922.138
23222,49295.499
23223,5364.182999999999
23224,48730.232
23225,71039.612
23226,8704.966
23227,2566.906
23228,109416.23599999999
23229,44939.97499999999
23230,3272.8370000000004
23231,1106.3566666666666
23232,5380.771
23233,11986.251
23234,51684.42
23235,180.45
23236,140570.203
23237,104169.94399999999
23238,108653.28
23239,6456.892
23240,9361.818000000001
23241,69372.62100000001
23242,62305.46299999999
23243,6518.705
23244,6550.906000000001
23245,12768.251
23246,2001.7025
23247,2190.37
23248,50903.240999999995
23249,72153.49999999999
23250,210.94
23251,2613.2200000000003
23252,2196.2210000000005
23253,4439.555
23254,111078.41299999999
23255,71398.188
23256,114341.42
23257,6935.7880000000005
23258,262.5
23259,8453.42
23260,78422.063
23261,103821.70800000001
23262,73000.001
23263,16456.481999999996
23264,89716.987
23265,75672.18999999999
23266,3633.9193333333337
23267,4445.245000000001
23268,38425.421
23269,4931.54175
23270,1152.045
23271,45741.027
23272,5239.053
23273,388.645
23274,81588.68000000001
23275,782.01
23276,4991.505
23277,28722.772000000004
23278,19901.195
23279,2801.351
23280,1658.7
23281,2860.3999999999996
23282,106659.14099999999
23283,7480.712999999999
23284,55535.960999999996
23285,2145.8450000000003
23286,16297.578
23287,4311.1410000000005
23288,2026.3349999999998
23289,65272.507999999994
23290,12086.571
23291,654.61
23292,51808.655000000006
23293,45442.208999999995
23294,2039.4949999999997
23295,4395.23
23296,2805.12
23297,3871.7760000000003
23298,43896.342000000004
23299,60675.639
23300,86394.972
23301,4512.630999999999
23302,3629.9770000000003
23303,50225.00199999999
23304,2820.144
23305,52523.95700000001
23306,113762.26900000001
23307,1115.795
23308,222.63000000000002
23309,38896.106999999996
23310,79739.28
23311,6988.033
23312,69383.73199999999
23313,433.265
23314,1665.345
23315,932.932
23316,33529.505000000005
23317,8320.567000000001
23318,1728.56
23319,45412.194
23320,10087.548999999997
23321,41767.287
23322,3105.381
23323,87183.675
23324,53445.797
23325,32285.47
23326,2643.3329999999996
23327,911.735
23328,14621.882000000001
23329,65351.463
23330,252.52999999999997
23331,2833.58
23332,5402.219999999999
23333,41182.814000000006
23334,28367.243
23335,130.07
23336,2046.45
23337,1621.45
23338,7722.517999999999
23339,78752.23199999999
23340,5423.0515
23341,32751.086000000003
23342,1642.8200000000002
23343,3302.8360000000002
23344,9716.354
23345,204282.447
23346,5210.335
23347,18931.381
23348,1738.64
23349,158992.633
23350,50946.60400000001
23351,43693.919
23352,13863.885999999999
23353,5873.712999999999
23354,36282.068
23355,1303.7499999999998
23356,964.1120000000001
23357,32094.619
23358,69954.508
23359,37230.909999999996
23360,7665.364
23361,107115.84100000001
23362,2484.3599999999997
23363,79745.016
23364,7571.978
23365,5142.038
23366,11226.295999999998
23367,41591.028000000006
23368,35325.134999999995
23369,8823.024000000001
23370,2257.45
23371,1822.4280000000003
23372,1094.73
23373,2665.49
23374,63214.445999999996
23375,94066.91900000002
23376,10525.762999999997
23377,5238.676
23378,61406.68199999999
23379,3827.0759999999996
23380,9658.239
23381,3540.7599999999998
23382,1416.7460000000003
23383,45877.74199999999
23384,24733.243
23385,2631.3413333333333
23386,5165.784000000001
23387,57503.16399999999
23388,233.53000000000003
23389,71933.282
23390,3902.5860000000002
23391,5916.548000000001
23392,3362.9739999999997
23393,6773.128
23394,1580.696
23395,87624.457
23396,33823.804
23397,1579.5849999999998
23398,45272.301
23399,452.41
23400,6712.067999999999
23401,44757.543000000005
23402,56413.32699999999
23403,8350.169
23404,10328.726
23405,1777.0050000000003
23406,227617.233
23407,14420.717999999999
23408,3714.0519999999997
23409,44365.723
23410,20103.274999999998
23411,634.845
23412,965.53
23413,314.09
23414,93010.73500000002
23415,156038.50000000003
23416,125920.91299999999
23417,100248.96
23418,52475.833
23419,65072.12999999999
23420,115892.526
23421,54521.754
23422,70944.81100000002
23423,34233.363
23424,6356.476
23425,8137.317000000001
23426,535.49
23427,6592.955
23428,55383.773
23429,22180.001
23430,44546.382
23431,35087.015999999996
23432,6880.152
23433,8318.8845
23434,4204.755
23435,77443.917
23436,19717.142
23437,1435.95
23438,54496.369999999995
23439,7451.489000000001
23440,699.53
23441,19793.814000000002
23442,58375.496
23443,17740.958
23444,122359.959
23445,3795.1549999999997
23446,3606.682
23447,95681.37299999999
23448,1681.1
23449,5102.211
23450,35752.06199999999
23451,9037.872
23452,1239.1770000000001
23453,94676.25799999999
23454,6076.184
23455,6592.491
23456,1235.701
23457,46605.369000000006
23458,6525.7339999999995
23459,109504.44000000002
23460,97976.45300000001
23461,2044.6420000000003
23462,9685.663999999999
23463,43153.475
23464,24053.581
23465,112.49000000000001
23466,2296.327
23467,5520.8719999999985
23468,7348.069000000001
23469,524.04
23470,4138.855
23471,53444.895
23472,2752.5730000000003
23473,24292.21
23474,1019.8100000000001
23475,4531.843000000001
23476,5212.153
23477,120332.30200000003
23478,37464.577000000005
23479,67077.14199999999
23480,46698.64
23481,5896.675
23482,55445.14599999999
23483,103326.964
23484,71401.318
23485,44343.778999999995
23486,5041.4310000000005
23487,6593.798000000001
23488,114993.70999999999
23489,120071.951
23490,11244.529999999999
23491,133.2
23492,61496.022
23493,32289.408999999996
23494,5043.189
23495,414.1700000000001
23496,1575.5430000000001
23497,17712.218
23498,63653.33899999999
23499,70665.058
23500,49820.352
23501,6680.839
23502,9704.567000000001
23503,3622.631999999999
23504,20544.753
23505,5131.96
23506,2054.697142857143
23507,4687.221
23508,569.525
23509,3355.8759999999993
23510,3301.41
23511,85869.08
23512,1001.635
23513,95489.222
23514,38.57000000000001
23515,50389.33200000001
23516,4078.6690000000003
23517,1897.9300000000003
23518,11098.11
23519,64569.382
23520,23700.236999999997
23521,495.925
23522,10683.503
23523,3372.3559999999998
23524,1390.5349999999999
23525,81439.948
23526,11215.135
23527,28733.215000000004
23528,1254.232
23529,40310.786
23530,412.7049999999999
23531,3062.061
23532,3172.9
23533,47013.54400000001
23534,3913.5269999999996
23535,3144.36
23536,62009.545999999995
23537,2238.049
23538,2875.584
23539,1978.673
23540,8722.057999999999
23541,8129.974
23542,17302.274
23543,2586.4061666666666
23544,768.954
23545,69743.29699999999
23546,14813.302
23547,2653.598
23548,5028.295999999999
23549,51958.457
23550,128282.41699999997
23551,51709.66
23552,65400.24900000001
23553,38557.47900000001
23554,63427.61000000001
23555,52090.934
23556,80802.403
23557,107686.60999999999
23558,1266.066
23559,3848.7529999999997
23560,1079.408
23561,712.0699999999999
23562,4137.515
23563,5499.076999999999
23564,4375.820000000001
23565,1962.5939999999998
23566,922.963
23567,38187.774
23568,58596.66799999999
23569,97717.12700000001
23570,2548.52
23571,3492.1079999999993
23572,1760.8439999999998
23573,25642.726
23574,61613.155999999995
23575,4213.585
23576,33784.530999999995
23577,1801.8
23578,49509.471
23579,3905.8299999999995
23580,3001.733333333333
23581,6145.547
23582,9666.956000000002
23583,4172.266
23584,932.1569999999999
23585,49814.772
23586,13223.132000000001
23587,3036.0790000000006
23588,1876.4540000000002
23589,817.1400000000001
23590,48231.96399999999
23591,4352.8
23592,9924.421999999999
23593,75535.965
23594,17692.674999999996
23595,3662.696
23596,29201.172
23597,349.6
23598,3739.111
23599,5979.927999999999
23600,43279.098999999995
23601,76333.574
23602,9299.914
23603,74114.95199999999
23604,32984.37699999999
23605,3459.4979999999996
23606,12864.904999999999
23607,690.6540000000001
23608,53094.899
23609,23439.432999999997
23610,2493.6349999999998
23611,49981.109
23612,1869.023
23613,18336.796
23614,45857.702000000005
23615,7631.082599999999
23616,32123.971
23617,2466.923
23618,135487.923
23619,3519.85
23620,2175.995
23621,5470.338999999999
23622,138872.54099999997
23623,2809.6169999999997
23624,4982.780000000001
23625,6043.545
23626,48154.273
23627,6922.764999999999
23628,81335.29000000001
23629,120327.66699999999
23630,42335.62500000001
23631,31593.138
23632,120111.005
23633,2734.9530000000004
23634,1804.589
23635,1047.39
23636,6839.305000000002
23637,100501.624
23638,6561.103
23639,105216.102
23640,2639.400428571429
23641,96661.825
23642,1826.4749999999997
23643,50854.678
23644,2355.381
23645,17946.831
23646,13263.184
23647,1995.3120000000004
23648,43783.852
23649,555.9
23650,30322.462
23651,4578.2570000000005
23652,319.6259999999999
23653,1134.391
23654,107596.049
23655,9392.720000000003
23656,4132.0199999999995
23657,1501.49
23658,11234.965999999999
23659,5363.563999999999
23660,14104.261000000002
23661,135777.95
23662,2068.63
23663,6962.3330000000005
23664,83519.932
23665,27223.155000000006
23666,79853.87000000001
23667,4438.9
23668,54191.924
23669,33817.769
23670,57903.96
23671,446.61499999999995
23672,36786.651999999995
23673,114434.532
23674,2207.1040000000003
23675,44812.57000000001
23676,1036.8899999999999
23677,672.831
23678,2348.9900000000002
23679,3104.51
23680,27888.866
23681,33571.270000000004
23682,386.13
23683,9835.822
23684,1982.9940000000001
23685,14914.304
23686,91076.448
23687,65066.06799999999
23688,9940.369999999999
23689,4886.796
23690,93434.144
23691,169791.212
23692,57277.32000000001
23693,31075.379999999997
23694,3710.7470000000003
23695,50539.774999999994
23696,51955.710999999996
23697,2591.6400000000003
23698,380.88
23699,3639.3799999999997
23700,7869.759
23701,126599.558
23702,2712.6099999999997
23703,58628.774
23704,132940.249
23705,3518.65
23706,140106.81800000003
23707,95493.74799999999
23708,8277.015
23709,2739.6966666666667
23710,4758.989
23711,1938.7180000000003
23712,516.3149999999999
23713,1603.3300000000002
23714,9972.265
23715,626.6850000000001
23716,19489.222
23717,12441.297
23718,29191.012
23719,3443.4
23720,78531.741
23721,8010.798999999999
23722,2469.785
23723,11854.006000000001
23724,106347.88
23725,116215.13900000001
23726,5136.875333333334
23727,101910.204
23728,642.625
23729,33806.355
23730,15747.234
23731,99934.084
23732,4804.84
23733,6108.874000000001
23734,11612.291
23735,2458.733333333333
23736,1929.05
23737,34609.59
23738,22066.375
23739,8612.585000000001
23740,10382.825
23741,105176.23000000003
23742,400.29
23743,64340.474
23744,174708.682
23745,400.07499999999993
23746,1726.416
23747,73602.761
23748,5113.11
23749,45236.06799999999
23750,8324.552
23751,911.8099999999998
23752,8186.1849999999995
23753,192.7
23754,101092.445
23755,32206.002
23756,1993.4649999999997
23757,111923.18500000001
23758,87324.04000000001
23759,2678.0950000000003
23760,825.883
23761,3085.9399999999996
23762,69667.00499999999
23763,63486.119999999995
23764,94018.92800000001
23765,3073.807
23766,11796.926000000001
23767,5611.660999999999
23768,4446.992
23769,5205.185
23770,48460.92999999999
23771,104251.73900000002
23772,118960.492
23773,7367.301000000001
23774,4617.358
23775,34351.835999999996
23776,11322.229
23777,3054.595
23778,20258.639
23779,935.22
23780,85099.329
23781,125481.824
23782,10191.517000000002
23783,50160.735
23784,82719.994
23785,1615.565
23786,5213.270999999999
23787,2832.9999999999995
23788,417.75
23789,7374.356
23790,23280.267000000003
23791,110523.393
23792,48883.447
23793,1688.2599999999998
23794,9257.821
23795,93459.14099999999
23796,58.85
23797,78458.128
23798,4324.76
23799,99993.84700000001
23800,44970.066999999995
23801,3301.91
23802,105414.35300000003
23803,86337.18599999999
23804,1233.9099999999999
23805,3830.7129999999997
23806,46602.534
23807,94542.824
23808,59693.16100000001
23809,536.2099999999999
23810,9028.934
23811,50929.590000000004
23812,53045.911
23813,628.8338
23814,1151.033
23815,56600.176
23816,37829.739
23817,10739.129
23818,68082.90699999999
23819,57256.20900000001
23820,10211.793000000001
23821,26799.872000000003
23822,44106.206999999995
23823,5176.722
23824,13829.987
23825,62473.482
23826,63940.030999999995
23827,32735.405
23828,38096.774000000005
23829,113911.598
23830,12246.247000000003
23831,45967.64200000001
23832,2811.763
23833,3423.4449999999997
23834,4757.375
23835,20935.234
23836,65105.804000000004
23837,2098.7760000000003
23838,20694.958
23839,52073.559
23840,129920.603
23841,128213.71099999998
23842,35624.763000000006
23843,1353.99
23844,93916.78700000001
23845,76183.823
23846,2175.026
23847,12929.885999999999
23848,64860.287
23849,1564.449
23850,11040.204
23851,443.95
23852,102823.29400000001
23853,21327.495000000003
23854,5136.3
23855,62963.05900000001
23856,866.0
23857,175.47
23858,41094.632
23859,49771.521
23860,5227.982
23861,76200.964
23862,19683.840000000004
23863,93904.68900000001
23864,2047.8709999999999
23865,55673.488
23866,28440.590999999997
23867,21510.294
23868,544.8679999999999
23869,3299.756
23870,64187.581999999995
23871,3892.6089999999995
23872,52417.812
23873,166163.876
23874,1529.6509999999998
23875,5904.069000000001
23876,3979.935
23877,17988.458999999995
23878,1327.54
23879,67488.915
23880,3357.5619999999994
23881,51572.648
23882,608.135
23883,77233.682
23884,11588.096
23885,54813.85399999999
23886,58305.630000000005
23887,81626.71199999998
23888,104362.564
23889,1123.39
23890,17453.157
23891,423.83500000000004
23892,2870.6600000000003
23893,3581.0
23894,91025.934
23895,69421.889
23896,45741.259
23897,55792.327000000005
23898,105764.53099999999
23899,6346.82
23900,5409.8769999999995
23901,7730.7210000000005
23902,5154.2519999999995
23903,878.8369999999999
23904,108658.64000000001
23905,130083.275
23906,6128.669
23907,5898.525
23908,1144.0833333333335
23909,208956.16999999998
23910,25814.513
23911,4036.415
23912,36640.39
23913,39471.00099999999
23914,2563.5649999999996
23915,3124.94
23916,6886.9529999999995
23917,2757.439
23918,3030.02
23919,3210.759
23920,6359.892
23921,13125.025
23922,1272.7359999999999
23923,8376.385999999999
23924,2208.9
23925,263.68600000000004
23926,8184.014999999998
23927,7074.749000000001
23928,114984.61799999999
23929,6445.460000000001
23930,30600.962
23931,1681.145
23932,42891.087
23933,53284.361
23934,1578.241
23935,181606.745
23936,34780.243
23937,31216.552000000003
23938,523.971
23939,53400.89499999998
23940,8727.723000000002
23941,40608.398
23942,78638.15400000002
23943,1508.2000000000003
23944,10684.303
23945,72084.09199999999
23946,32304.723999999995
23947,2383.29
23948,282.13
23949,7803.178000000002
23950,2131.58
23951,3207.63
23952,236.53000000000003
23953,658.6355
23954,131640.241
23955,42126.560000000005
23956,12605.321000000002
23957,114727.67
23958,58296.051
23959,27027.472
23960,3893.0980000000004
23961,110368.90800000001
23962,57488.29600000001
23963,2641.5370000000003
23964,1243.1
23965,43728.907999999996
23966,12690.236
23967,47411.87699999999
23968,97581.422
23969,2438.9900000000002
23970,9726.427
23971,9003.948999999999
23972,9387.814
23973,62935.174
23974,950.082
23975,63515.6
23976,54331.25
23977,11067.414
23978,107327.204
23979,83970.056
23980,3597.798
23981,22559.462999999996
23982,7477.885
23983,1466.8629999999998
23984,3010.365
23985,68976.474
23986,1776.94
23987,2201.71
23988,5788.475
23989,9902.975
23990,2723.569
23991,17560.69
23992,59458.471999999994
23993,37547.541000000005
23994,69708.45199999999
23995,25507.275
23996,88645.928
23997,1944.8849999999998
23998,1853.2291666666665
23999,830.9199999999998
24000,1306.3509999999999
24001,8598.625
24002,1160.1299999999997
24003,143628.873
24004,3748.375
24005,23184.725000000002
24006,53021.511
24007,2756.1099999999997
24008,13067.068
24009,3829.1490000000003
24010,48271.713
24011,11877.265
24012,5339.45
24013,2022.435
24014,34628.350999999995
24015,1537.399
24016,526.0559999999999
24017,77819.399
24018,1746.825
24019,639.629
24020,7790.461
24021,70871.36399999999
24022,4784.941000000001
24023,1497.9
24024,4456.491
24025,108907.70300000001
24026,2614.0
24027,26013.07
24028,5153.545
24029,3042.9939999999997
24030,78114.758
24031,1737.5900000000001
24032,2024.2900000000002
24033,38677.776
24034,49169.21899999999
24035,46774.476
24036,64620.284999999996
24037,648.78
24038,1250.7233333333334
24039,4955.4025
24040,1355.29
24041,4941.477
24042,24967.558
24043,7732.849000000002
24044,882.18
24045,73760.23300000001
24046,37299.507000000005
24047,1346.86
24048,4589.749
24049,3358.0800000000004
24050,3596.075
24051,64158.433
24052,946.65
24053,37566.25399999999
24054,721.675
24055,71054.857
24056,2135.482
24057,2155.723
24058,2842.0450000000005
24059,7034.6179999999995
24060,10930.5
24061,16189.653999999999
24062,66637.465
24063,52091.365000000005
24064,73645.17199999999
24065,21354.997000000003
24066,57730.746
24067,113456.676
24068,10644.05
24069,34799.415
24070,63292.748999999996
24071,8769.346
24072,1807.247
24073,323.948
24074,7720.101
24075,37116.71800000001
24076,53315.666000000005
24077,4874.863
24078,56750.090000000004
24079,1571.7149999999997
24080,790.4449999999999
24081,31561.728000000003
24082,72584.272
24083,312.61199999999997
24084,3302.053999999999
24085,76763.006
24086,3559.915
24087,1205.875
24088,4622.844
24089,4084.513
24090,3743.9080000000004
24091,6988.033
24092,7825.290000000001
24093,17212.567
24094,46412.85299999999
24095,19312.662
24096,7719.436
24097,4128.759
24098,3516.3199999999997
24099,65444.221000000005
24100,19683.5
24101,52857.19300000001
24102,6670.108
24103,1515.9116666666664
24104,452.075
24105,1287.106
24106,41121.545
24107,5345.24
24108,1883.81
24109,3275.2699999999995
24110,305.578
24111,91838.01000000002
24112,106606.13399999999
24113,1489.3169999999998
24114,5831.987999999999
24115,6346.911999999999
24116,604.993
24117,1140.4783333333332
24118,2710.9219999999996
24119,4636.942000000001
24120,1802.75
24121,92387.11399999999
24122,124042.514
24123,609.03
24124,58060.477
24125,89404.16600000001
24126,22965.85
24127,72124.87
24128,55739.648
24129,76158.209
24130,2800.7679999999996
24131,75074.065
24132,110976.91600000001
24133,68195.359
24134,54284.09700000001
24135,3379.6979999999994
24136,40680.309
24137,32455.804000000004
24138,24980.983
24139,144203.66999999998
24140,1713.3799999999999
24141,90588.261
24142,109656.74000000002
24143,1567.9299999999998
24144,2553.118
24145,1150.041
24146,3489.0800000000004
24147,8190.973
24148,67842.42400000001
24149,68355.721
24150,66381.094
24151,2448.4480000000003
24152,31746.456
24153,19647.565
24154,37134.259
24155,52304.551999999996
24156,1597.9850000000001
24157,24358.265
24158,60674.605
24159,1075.877
24160,1502.206
24161,59006.91599999999
24162,90526.013
24163,3074.865
24164,908.6940000000001
24165,141630.94400000002
24166,43167.119999999995
24167,1590.78
24168,422.78000000000003
24169,11577.028
24170,49984.194
24171,29141.949
24172,1301.9599999999998
24173,106088.46699999999
24174,44140.448
24175,2873.9479999999994
24176,94406.984
24177,43844.326
24178,2245.706
24179,1162.21
24180,14814.779000000004
24181,1834.8094999999998
24182,4885.823
24183,95234.87599999999
24184,678.692
24185,103453.821
24186,1411.98
24187,60278.18000000001
24188,5772.825
24189,72974.18299999999
24190,66292.071
24191,165.16
24192,24695.977
24193,1862.541
24194,9578.485
24195,10185.356
24196,31726.523000000005
24197,46197.682
24198,268.55
24199,61602.74399999999
24200,54703.112
24201,59998.59300000001
24202,6504.053
24203,119573.88600000001
24204,4354.74
24205,7533.613
24206,2896.588
24207,100734.793
24208,10764.88
24209,4832.209000000001
24210,46678.761
24211,5696.575
24212,9076.504
24213,4973.091
24214,4714.967
24215,29373.659000000003
24216,563.436
24217,1989.1299999999999
24218,6645.8679999999995
24219,7538.767
24220,99338.48799999998
24221,5621.067
24222,91568.089
24223,99801.30300000001
24224,128436.272
24225,1640.3319999999999
24226,87752.608
24227,3643.964
24228,3346.825
24229,21400.279000000002
24230,40687.89599999999
24231,2345.2
24232,51629.583
24233,64643.762
24234,117170.52100000002
24235,102413.16200000001
24236,22219.945
24237,69441.82500000001
24238,133159.97
24239,3955.679
24240,38225.403000000006
24241,2048.675
24242,4243.046
24243,8495.334666666666
24244,1327.8200000000002
24245,932.757
24246,48751.59300000001
24247,6992.009
24248,5414.535
24249,2094.8450000000003
24250,38015.004
24251,32918.237
24252,89736.436
24253,5891.884
24254,4612.625
24255,3328.228
24256,1073.73
24257,137260.792
24258,1522.46
24259,151785.99899999998
24260,55321.956000000006
24261,108032.067
24262,4336.84
24263,19410.108
24264,2159.7129999999997
24265,5658.177
24266,5492.036999999999
24267,39185.162
24268,8438.927
24269,9648.49
24270,8844.957999999999
24271,947.2699999999999
24272,4439.599
24273,5040.9220000000005
24274,1877.9
24275,82462.528
24276,2858.5099999999998
24277,6696.767
24278,154351.98
24279,2439.55
24280,1788.2899999999997
24281,5380.200666666667
24282,2614.65
24283,96561.19800000002
24284,3250.2599999999998
24285,9476.127
24286,3088.995
24287,2690.835
24288,10083.893
24289,1273.776
24290,127987.023
24291,9533.913
24292,38589.12300000001
24293,4788.281999999999
24294,1116.485
24295,66730.723
24296,14465.761999999999
24297,53504.20900000001
24298,8054.196000000001
24299,1503.8760000000002
24300,30089.881000000005
24301,65922.932
24302,15714.121
24303,1455.3780000000002
24304,92699.834
24305,24912.603
24306,9096.701
24307,39721.809
24308,3840.7699999999995
24309,50252.202999999994
24310,34927.104
24311,24346.229
24312,96641.064
24313,4464.512000000001
24314,516.008
24315,15467.182
24316,6031.871
24317,111163.398
24318,8586.503
24319,16020.99
24320,5559.287
24321,42442.558000000005
24322,102250.57499999998
24323,1658.5759999999998
24324,2665.233
24325,390.49
24326,34553.52
24327,34041.062
24328,1395.616
24329,1054.2
24330,75920.876
24331,17798.79
24332,2805.0350000000003
24333,95633.40899999999
24334,342.41600000000005
24335,68954.39099999999
24336,104845.909
24337,110034.647
24338,1141.5299999999997
24339,13768.134000000002
24340,22869.274
24341,36737.505
24342,6700.746000000001
24343,99612.02
24344,109914.28399999999
24345,3110.2599999999998
24346,70940.833
24347,102368.693
24348,19194.543
24349,1009.9783333333332
24350,8000.844
24351,4483.057
24352,43906.187000000005
24353,46969.431
24354,18030.578
24355,107825.978
24356,52868.268
24357,52151.309
24358,119209.74300000002
24359,3038.0389999999998
24360,718.84
24361,5526.308999999999
24362,3695.189
24363,28133.007999999994
24364,2130.7
24365,21311.64
24366,43381.413
24367,5556.197
24368,47668.591
24369,111314.34300000002
24370,44502.03600000001
24371,1442.255
24372,62311.056
24373,4167.99
24374,72652.595
24375,83081.997
24376,62.598
24377,70553.68699999999
24378,68562.209
24379,504.566
24380,509.4
24381,104236.231
24382,3460.929
24383,3235.91
24384,2832.2000000000003
24385,75108.297
24386,54991.052
24387,9104.151
24388,8089.619000000001
24389,9063.275
24390,46680.539
24391,3108.495
24392,8808.463999999998
24393,21677.869
24394,50056.831
24395,46548.89
24396,110351.572
24397,8444.862000000001
24398,401.70099999999996
24399,69044.61
24400,7522.95
24401,103627.422
24402,2559.5699999999997
24403,8218.83
24404,71854.70999999999
24405,475.3050000000001
24406,4058.561
24407,89581.93
24408,4574.893
24409,4129.763
24410,60283.703
24411,11948.799
24412,92323.94000000002
24413,105714.51400000001
24414,43896.61200000001
24415,5892.25
24416,1560.439
24417,52392.453
24418,11479.177
24419,3977.6440000000002
24420,107961.937
24421,7286.4490000000005
24422,1269.5699999999997
24423,68935.048
24424,1259.4299999999998
24425,1192.5133333333333
24426,26141.989
24427,129221.64100000002
24428,4720.784
24429,4407.875
24430,18816.517
24431,1804.4800000000002
24432,6804.035999999998
24433,1585.35
24434,49836.28400000001
24435,1500.7599999999998
24436,89830.07500000001
24437,4409.35
24438,154945.83099999995
24439,62974.431
24440,1336.3
24441,9000.041999999998
24442,8231.611
24443,6954.705
24444,1678.363
24445,37724.22899999999
24446,10940.448999999999
24447,66864.888
24448,62232.89199999999
24449,3899.5549999999994
24450,18688.558
24451,40682.436
24452,35733.454000000005
24453,1042.42
24454,101775.83300000001
24455,6554.9580000000005
24456,7167.389999999999
24457,5090.5453333333335
24458,1674.592
24459,85323.10100000001
24460,90291.979
24461,8477.139
24462,59944.38500000001
24463,45011.170999999995
24464,66075.986
24465,37095.015
24466,111349.20299999998
24467,534.42
24468,91640.46699999999
24469,8718.232
24470,112109.104
24471,1159.2949999999998
24472,2051.535
24473,1881.6710000000003
24474,6606.026000000001
24475,2710.478
24476,4765.991
24477,95896.25700000001
24478,55470.143
24479,59237.66399999999
24480,50217.606
24481,7404.910000000001
24482,42525.58499999999
24483,142790.016
24484,5580.878999999999
